City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,otukpa,7.0892,7.6499,294.48,96,99,1.98,NG,1691611617
363,kuala belait,4.5833,114.1833,298.24,86,29,1.92,BN,1691611484
364,weno,7.4515,151.8468,301.63,78,89,3.5,FM,1691611617
365,pandan,14.0453,124.1694,300.47,83,100,2.74,PH,1691611618
366,puerto deseado,-47.7503,-65.8938,284.85,64,89,6.34,AR,1691611618
367,saint john,45.2727,-66.0677,294.72,88,75,2.57,CA,1691611497
368,taoudenni,22.6783,-3.9836,316.04,11,48,7.21,ML,1691611619
369,kingston,17.997,-76.7936,306.68,69,20,9.77,JM,1691611401
370,wad rawah,15.1603,33.1397,305.67,44,7,3.89,SD,1691611619
371,takoradi,4.8845,-1.7554,297.3,86,76,4.99,GH,1691611620
372,el ksour,35.8961,8.8849,296.91,31,0,2.52,TN,1691611620
373,scott,41.6334,-90.6335,296.16,86,75,2.06,US,1691611620
374,bousso,10.4795,16.7117,294.18,98,100,2.0,TD,1691611621
375,valparaiso,-33.0393,-71.6273,288.15,91,100,6.69,CL,1691610971
376,akkol',48.7833,53.2,298.0,40,18,4.49,KZ,1691611621
377,zabid,14.1951,43.3152,307.71,38,100,2.69,YE,1691611622
378,mahalapye,-23.1041,26.8142,287.42,41,0,5.95,BW,1691611622
379,senanga,-16.1167,23.2667,290.39,32,5,2.96,ZM,1691611623
380,tamanrasset,22.785,5.5228,301.4,30,96,4.05,DZ,1691611623
381,kone,-21.0595,164.8658,289.78,76,65,2.87,NC,1691611624
382,san luis de la loma,17.2706,-100.8939,302.96,78,100,1.89,MX,1691611490
383,nay pyi taw,19.745,96.1297,295.64,98,100,3.35,MM,1691611624
384,dalnerechensk,45.9339,133.7225,293.81,97,100,1.49,RU,1691611625
385,freetown,8.484,-13.2299,298.99,83,75,4.12,SL,1691611501
386,nagqu,31.5,92.0,279.66,80,100,1.75,CN,1691611625
387,jutai,-5.1833,-68.9,303.93,58,99,0.68,BR,1691611626
388,mchinji,-13.7984,32.8802,286.78,47,0,2.25,MW,1691611626
389,lamu,-2.2717,40.902,297.27,84,22,6.6,KE,1691611627
390,nishifukuma,33.7667,130.4667,301.64,86,100,14.28,JP,1691611627
391,belaya kholunitsa,58.84,50.8528,290.11,85,23,1.11,RU,1691611627
392,hami,42.8,93.45,302.26,26,1,7.89,CN,1691611628
393,anar darah,32.7587,61.654,302.41,21,0,11.85,AF,1691611628
394,kochenevo,55.0218,82.202,284.81,81,10,1.95,RU,1691611629
395,grabo,57.8363,12.2995,287.3,96,100,4.12,SE,1691611629
396,dudinka,69.4058,86.1778,286.74,71,100,8.92,RU,1691611629
397,copala,16.65,-98.9833,303.96,64,100,3.21,MX,1691611630
398,potosi,-19.5836,-65.7531,287.78,8,0,6.76,BO,1691611630
399,san patricio,28.017,-97.5169,313.55,40,0,9.1,US,1691611490
400,sabang,5.8933,95.3214,300.99,79,84,7.82,ID,1691611631
401,bom jesus,-9.0744,-44.3586,307.89,19,12,4.35,BR,1691611631
402,lanzhou,36.0564,103.7922,298.07,73,7,0.27,CN,1691611632
403,monrovia,6.3005,-10.7969,298.17,84,100,6.17,LR,1691611632
404,constantia,44.1833,28.65,291.32,63,0,4.46,RO,1691611633
405,la gi,10.6667,107.7833,299.0,85,30,4.33,VN,1691611633
406,genhe,50.7833,121.5167,285.29,97,74,0.77,CN,1691611633
407,susanville,40.4163,-120.653,303.05,23,0,5.14,US,1691611634
408,walvis bay,-22.9575,14.5053,286.68,94,14,3.09,NA,1691611498
409,luneville,48.6,6.5,293.36,84,41,1.21,FR,1691611635
410,fort st. john,56.2499,-120.8529,293.11,56,100,2.17,CA,1691611635
411,ambalangoda,6.2355,80.0538,299.41,87,100,2.65,LK,1691611635
412,saldanha,-33.0117,17.9442,287.07,80,0,3.99,ZA,1691611636
413,kangding,30.0513,101.9603,290.15,96,100,0.81,CN,1691611636
414,kiffa,16.6166,-11.4045,311.14,20,40,5.75,MR,1691611637
415,nadi,-17.8,177.4167,296.15,78,75,1.54,FJ,1691611637
416,skowhegan,44.7651,-69.7192,297.46,51,80,5.59,US,1691611637
417,presidencia roque saenz pena,-26.7852,-60.4388,298.19,48,0,2.09,AR,1691611638
418,moyale,3.5167,39.0584,295.84,54,100,5.53,KE,1691611638
419,vadso,70.0744,29.7487,296.64,73,20,5.14,NO,1691611639
420,dwarka,22.2394,68.9678,300.28,82,100,9.32,IN,1691611639
421,genc,38.7507,40.5603,301.37,25,0,1.17,TR,1691611640
422,onega,63.9061,38.1404,290.0,75,1,3.0,RU,1691611640
423,kenora,49.8167,-94.4337,293.73,41,72,4.1,CA,1691611641
424,miri,4.4148,114.0089,297.94,87,36,1.88,MY,1691611641
425,qaqortoq,60.7167,-46.0333,281.19,73,18,2.04,GL,1691611479
426,dhuusamarreeb,5.535,46.3861,298.84,58,67,9.09,SO,1691611642
427,benguela,-12.5763,13.4055,293.45,82,88,0.91,AO,1691611642
428,yuli,9.6989,10.2744,297.36,86,100,1.16,NG,1691611642
429,mwene-ditu,-7.0,23.45,298.65,28,40,0.53,CD,1691611643
430,mogocha,53.7333,119.7667,284.69,93,56,0.78,RU,1691611643
431,karratha,-20.7377,116.8463,293.51,55,0,3.02,AU,1691611643
432,semporna,4.4818,118.6112,299.19,82,93,0.7,MY,1691611644
433,puerto colombia,10.9878,-74.9547,307.2,77,44,6.86,CO,1691611644
434,lotoshino,56.2267,35.6414,290.18,66,93,4.05,RU,1691611645
435,raja,8.4596,25.678,293.98,95,80,1.81,SS,1691611646
436,tralee,52.2704,-9.7026,291.18,88,0,2.94,IE,1691611647
437,ola,59.5833,151.2833,284.17,68,9,3.7,RU,1691611647
438,acapulco de juarez,16.8634,-99.8901,304.05,66,100,3.6,MX,1691611511
439,tharyarwady,17.65,95.8,296.71,97,100,2.66,MM,1691611648
440,lock haven,41.137,-77.4469,303.13,54,72,3.81,US,1691611649
441,illapel,-31.6308,-71.1653,290.56,67,100,2.27,CL,1691611649
442,lubao,14.9167,120.55,298.69,90,100,1.24,PH,1691611650
443,saint-philippe,-21.3585,55.7679,292.92,79,35,5.25,RE,1691611650
444,arteche,12.2645,125.4048,300.46,81,100,3.72,PH,1691611561
445,maydanshakhr,34.3956,68.8662,294.74,26,3,2.27,AF,1691611651
446,mohacs,45.9931,18.6831,292.85,49,100,2.48,HU,1691611652
447,luganville,-15.5333,167.1667,293.83,91,100,4.26,VU,1691611652
448,doganyol,38.3118,39.0382,302.96,27,0,2.2,TR,1691611653
449,jacksonville,30.3322,-81.6556,310.39,52,75,3.6,US,1691611052
450,mossel bay,-34.1831,22.146,286.11,89,0,3.8,ZA,1691611489
451,cintruenigo,42.0777,-1.8088,303.78,33,100,2.34,ES,1691611654
452,tazovsky,67.4667,78.7,280.95,88,75,7.74,RU,1691611654
453,huaiyuan chengguanzhen,32.9589,117.1657,296.89,89,84,1.35,CN,1691611654
454,jerome,42.7241,-114.5186,304.86,25,0,1.54,US,1691611655
455,kenai,60.5544,-151.2583,286.56,96,100,2.57,US,1691611655
456,shanhaiguan,39.9988,119.7564,296.35,72,0,2.25,CN,1691611656
457,kurumkan,54.3,110.3,290.33,98,100,3.57,RU,1691611657
458,talodi,10.6325,30.3797,297.01,79,82,1.09,SD,1691611657
459,chilliwack,49.1747,-121.9443,294.44,76,97,1.03,CA,1691611535
460,chernyshevskiy,63.0128,112.4714,288.07,95,67,0.8,RU,1691611658
461,hanceville,34.0607,-86.7675,303.94,85,100,4.11,US,1691611658
462,labasa,-16.4167,179.3833,297.11,83,100,2.04,FJ,1691611659
463,kugesi,56.029,47.2925,292.96,68,0,2.0,RU,1691611659
464,vila franca do campo,37.7167,-25.4333,296.38,94,100,5.3,PT,1691611660
465,singkil,-7.9855,111.4161,293.14,93,78,1.91,ID,1691611660
466,prieska,-29.6641,22.7474,289.66,17,0,1.51,ZA,1691611660
467,sao joao nepomuceno,-21.54,-43.0106,297.26,65,87,4.66,BR,1691611661
468,labytnangi,66.6572,66.4183,282.87,79,7,2.88,RU,1691611661
469,lazaro cardenas,17.9583,-102.2,304.86,64,13,3.68,MX,1691611650
470,boa vista,2.8197,-60.6733,306.14,52,75,3.09,BR,1691611477
471,kamaishi,39.2667,141.8833,298.4,96,30,5.78,JP,1691611662
472,rikaze,29.25,88.8833,288.49,58,58,2.16,CN,1691611663
473,russkaya polyana,49.417,31.9201,291.13,54,81,2.66,UA,1691611664
474,la junta,37.985,-103.5438,300.96,44,0,4.12,US,1691611664
475,thames,-37.1333,175.5333,282.19,89,30,3.5,NZ,1691611664
476,jipijapa,-1.3333,-80.5833,300.87,71,100,3.0,EC,1691611665
477,bandarbeyla,9.4942,50.8122,297.33,84,100,13.32,SO,1691611665
478,polonnaruwa,7.9333,81.0,297.85,84,100,1.95,LK,1691611665
479,miyoshi,35.0833,137.0667,300.94,79,18,6.15,JP,1691611666
480,preobrazheniye,42.9019,133.9064,291.92,98,100,5.73,RU,1691611667
481,latnaya,51.6586,38.9011,291.09,64,6,3.39,RU,1691611667
482,santa terezinha,-29.9002,-50.0904,289.35,96,100,8.76,BR,1691611531
483,manaure,11.7751,-72.4445,304.52,65,21,7.43,CO,1691611462
484,nar'yan-mar,67.6713,53.087,286.38,80,49,2.27,RU,1691611670
485,bryne,58.7354,5.6477,284.58,94,75,6.17,NO,1691611671
486,illizi,26.4833,8.4667,306.05,13,0,4.26,DZ,1691611673
487,koz'modem'yansk,56.3367,46.5711,292.09,63,0,2.22,RU,1691611673
488,cole harbour,44.6724,-63.4751,292.81,97,100,2.57,CA,1691611674
489,machico,32.7,-16.7667,298.77,78,20,1.54,PT,1691611675
490,new plymouth,-39.0667,174.0833,281.93,91,68,5.89,NZ,1691611617
491,ust'-uda,54.1742,103.0304,289.42,95,100,1.73,RU,1691611677
492,pacific grove,36.6177,-121.9166,296.7,79,20,3.58,US,1691611677
493,zhalantun,48.0,122.7167,289.51,88,100,2.52,CN,1691611678
494,pimentel,-6.8367,-79.9342,299.31,65,100,2.57,PE,1691611679
495,arrifes,37.7667,-25.7,295.29,94,75,3.09,PT,1691611395
496,nuku'alofa,-21.1333,-175.2,295.34,94,100,3.09,TO,1691611681
497,obigarm,38.7173,69.7088,294.64,28,0,0.99,TJ,1691611682
498,poxoreo,-15.8372,-54.3892,309.97,15,0,2.29,BR,1691611683
499,dor marunt,44.45,26.9167,291.52,62,17,3.73,RO,1691611684
500,santo antonio do ica,-3.1022,-67.9397,302.8,68,100,1.0,BR,1691611685
501,ulsteinvik,62.3432,5.8487,285.79,90,100,4.02,NO,1691611686
502,fortaleza,-3.7227,-38.5247,301.22,65,0,5.66,BR,1691611446
503,askoy,60.4092,5.226,284.79,50,75,2.06,NO,1691611687
504,phan rang-thap cham,11.5667,108.9833,299.75,73,5,1.76,VN,1691611687
505,alofi,-19.0595,-169.9187,300.09,83,20,2.06,NU,1691611688
506,yamada,39.4667,141.95,297.88,96,14,5.33,JP,1691611688
507,yushu,44.8,126.5333,289.15,92,37,2.69,CN,1691611689
508,barabai,-2.5833,115.3833,295.58,88,59,0.93,ID,1691611691
509,nova sintra,14.8667,-24.7167,296.18,73,54,7.86,CV,1691611479
510,taroa,8.7058,171.2275,300.55,78,89,4.55,MH,1691611692
511,guaraniacu,-25.1008,-52.8781,289.42,96,100,0.87,BR,1691611693
512,staraya russa,57.9944,31.3608,288.17,62,63,2.03,RU,1691611694
513,barra de santo antonio,-9.4047,-35.5072,297.75,76,71,4.44,BR,1691611695
514,neryungri,56.6709,124.6491,286.67,83,18,2.48,RU,1691611492
515,happy valley-goose bay,53.3168,-60.3315,290.32,82,100,4.63,CA,1691611696
516,sucua,-2.4667,-78.1667,300.56,61,75,3.09,EC,1691611697
517,suratgarh,29.3167,73.9,307.12,41,95,7.84,IN,1691611698
518,piti village,13.4626,144.6933,299.64,92,75,1.54,GU,1691611698
519,ouadda,8.0777,22.4007,293.37,98,99,1.68,CF,1691611699
520,sur,22.5667,59.5289,304.78,56,99,2.69,OM,1691611700
521,nadezhda,44.1,44.6,302.26,34,5,4.08,RU,1691611700
522,kuala tungkal,-0.8167,103.4667,298.16,85,87,3.08,ID,1691611641
523,boqueirao,-7.5,-36.1333,299.42,42,5,6.27,BR,1691611701
524,barra do bugres,-15.0725,-57.1811,311.94,16,1,1.46,BR,1691611701
525,usogorsk,63.4106,48.6872,290.04,77,22,0.91,RU,1691611702
526,novokuybyshevsk,53.0959,49.9462,295.25,53,0,2.51,RU,1691611702
527,canete,-37.8,-73.4,284.76,93,100,5.99,CL,1691611703
528,kamloops,50.6665,-120.3192,295.7,56,75,2.06,CA,1691611703
529,buckhannon,38.994,-80.232,301.51,64,20,2.57,US,1691611704
530,yenangyaung,20.4667,94.8833,296.69,95,100,5.16,MM,1691611704
531,paracatu,-17.2222,-46.8747,302.36,26,0,2.99,BR,1691611419
532,santana,-0.0583,-51.1817,305.25,70,40,6.17,BR,1691611705
533,sabzevar,36.2126,57.6819,300.65,23,0,5.23,IR,1691611705
534,dilling,12.05,29.65,298.22,72,62,3.39,SD,1691611706
535,korla,41.7597,86.1469,300.58,26,0,1.5,CN,1691611706
536,aldama,22.9167,-98.0667,310.65,38,0,7.35,MX,1691611706
537,kolonia town,6.964,158.206,301.12,76,100,4.86,FM,1691611707
538,ilebo,-4.3167,20.5833,298.26,58,51,0.8,CD,1691611707
539,mizdah,31.4451,12.9801,298.19,29,0,4.35,LY,1691611708
540,slobodskoy,58.7322,50.1772,290.36,85,14,1.59,RU,1691611708
541,leer,53.2316,7.461,288.68,85,0,2.82,DE,1691611708
542,yangshuo,24.7808,110.4897,298.58,92,56,0.67,CN,1691611709
543,yelizovo,53.1873,158.3805,285.99,81,0,3.13,RU,1691611709
544,el calafate,-50.3408,-72.2768,276.48,87,32,1.86,AR,1691611709
545,gondar,12.6,37.4667,287.5,90,99,1.92,ET,1691611710
546,kwang binh,17.4833,106.6,301.15,72,97,3.62,VN,1691611711
547,garachico,28.7781,-17.7646,296.21,78,0,6.17,ES,1691611614
548,al ghayzah,16.2079,52.176,298.72,90,78,5.71,YE,1691611711
549,vlotho,52.1653,8.86,288.58,84,75,1.54,DE,1691611457
